ticker,ticker_root,name,share_class_shares_outstanding,weighted_shares_outstanding,primary_exchange,cik,composite_figi,sic_code,sic_description,list_date,total_employees,market,description,active,address,branding,currency_name,homepage_url,locale,market_cap,phone_number,round_lot,share_class_figi,type,ticker_suffix
CBRE,CBRE,"CBRE GROUP, INC.",315950000,315948538,XNYS,0001138118,BBG000C04224,6500,REAL ESTATE,2004-06-10,105000,stocks,"CBRE Group provides a wide range of real estate services to owners, occupants, and investors worldwide, including leasing, property and project management, and capital markets advisory. Additionally, CBRE's investment management arm manages over $130 billion for clients across diverse public and private real estate strategies.",True,"{'address1': '2100 MCKINNEY AVENUE', 'address2': 'SUITE 1250', 'city': 'DALLAS', 'state': 'TX', 'postal_code': '75201'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNicmUuY29t/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNicmUuY29t/images/2022-11-01_icon.png'}",usd,https://www.cbre.com,us,24416503016.64,214-979-6100,100,BBG001SC2D27,CS,
CDW,CDW,CDW Corporation,135390000,135390982,XNAS,0001402057,BBG001P63B80,5961,RETAIL-CATALOG & MAIL-ORDER HOUSES,2013-06-27,13900,stocks,"CDW Corp is a value-added reseller operating in the U.S. (95% of sales) and Canada (5%). The company has more than 100,000 products on its line of cards that range from notebooks to data center software. Roughly half of CDW's revenue comes from midsize and large businesses, with the remaining from small businesses, government agencies, education institutions, and health-care organizations.",True,"{'address1': '200 N MILWAUKEE AVENUE', 'city': 'VERNON HILLS', 'state': 'IL', 'postal_code': '60061'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNkdy5jb20/images/2022-11-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNkdy5jb20/images/2022-11-01_icon.png'}",usd,https://www.cdw.com,us,25480582812.399998,847-465-6000,100,BBG001V18TB6,CS,
CE,CE,Celanese Corporation Common Stock,108430000,108428071,XNYS,0001306830,BBG000JYP7L8,2820,"PLASTIC MATERIAL, SYNTH RESIN/RUBBER, CELLULOS (NO GLASS)",2005-01-21,8529,stocks,"Celanese is one of the world's largest producers of acetic acid and its downstream derivative chemicals, which are used in various end markets, including coatings and adhesives. The company also produces specialty polymers used in the automotive, electronics, medical, and consumer end markets as well as cellulose derivatives used in cigarette filters.",True,"{'address1': '222 W. LAS COLINAS BLVD., SUITE 900N', 'city': 'IRVING', 'state': 'TX', 'postal_code': '75039-5421'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNlbGFuZXNlLmNvbQ/images/2022-11-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNlbGFuZXNlLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,http://www.celanese.com,us,11345913349.44,972-443-4000,100,BBG001SJDDG5,CS,
CNC,CNC,Centene Corporation,566260000,566259693,XNYS,0001071739,BBG000BDXCJ5,6324,HOSPITAL & MEDICAL SERVICE PLANS,2001-12-13,72500,stocks,"Centene is a managed-care organization focused on government-sponsored healthcare plans, including Medicaid, Medicare, and the individual exchanges. Centene served 23 million medical members as of September 2022, mostly in Medicaid (70% of membership), the individual exchanges (9%), Medicare Advantage (7%), and the balance in Tricare (West region), correctional facility, and commercial plans. The company also serves 4 million users through the Medicare Part D pharmaceutical program.",True,"{'address1': '7700 FORSYTH BLVD.', 'city': 'ST LOUIS', 'state': 'MO', 'postal_code': '63105'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNlbnRlbmUuY29t/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNlbnRlbmUuY29t/images/2022-11-01_icon.png'}",usd,https://www.centene.com,us,48052797547.98,(314) 725-4477,100,BBG001S6T7Q8,CS,
CNP,CNP,"CenterPoint Energy, Inc.",629540000,629535631,XNYS,0001130310,BBG000FDBX90,4911,ELECTRIC SERVICES,1972-06-30,15577,stocks,"CenterPoint Energy owns a portfolio of businesses. Its regulated electric utilities provide transmission and distribution services to more than 2.5 million customers in the Houston area, southern Indiana, and west central Ohio. The company has natural gas distribution systems in six states serving approximately 4 million customers. After exiting its midstream investment, CenterPoint is a fully regulated utility.",True,"{'address1': '1111 LOUISIANA ST.', 'city': 'HOUSTON', 'state': 'TX', 'postal_code': '77002'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNlbnRlcnBvaW50ZW5lcmd5LmNvbQ/images/2022-11-01_logo.svg'},usd,https://www.centerpointenergy.com,us,19540785986.239998,(713) 207-3000,100,BBG001SB10S0,CS,
CDAY,CDAY,Ceridian HCM Holding,153600000,153594867,XNYS,0001725057,BBG005D7PF34,7372,SERVICES-PREPACKAGED SOFTWARE,2018-04-26,7462,stocks,"Ceridian HCM provides payroll and human capital management solutions targeting clients with 100-100,000 employees. Following the 2012 acquisition of Dayforce, Ceridian pivoted away from its legacy on-premises Bureau business to become a cloud HCM provider. As of fiscal 2021, nearly 80% of group revenue was derived from the flagship Dayforce platform geared toward enterprise clients. The remaining revenue is about evenly split between cloud platform Powerpay, targeting small businesses in Canada, and legacy Bureau products.",True,"{'address1': '3311 EAST OLD SHAKOPEE ROAD', 'city': 'MINNEAPOLIS', 'state': 'MN', 'postal_code': '55425'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNlcmlkaWFuLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNlcmlkaWFuLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.ceridian.com,us,10306215575.699999,952-853-8100,100,BBG005D7PF43,CS,
CF,CF,"CF Industries Holding, Inc.",196190000,196189463,XNYS,0001324404,BBG000BWJFZ4,2870,AGRICULTURAL CHEMICALS,2005-08-11,3000,stocks,"CF Industries is a leading producer and distributor of nitrogen fertilizers. The company operates seven nitrogen facilities in North America and holds joint venture interests in further production capacity in the United Kingdom and Trinidad and Tobago. CF makes nitrogen primarily using low-cost U.S. natural gas as its feedstock, making CF one of the lowest-cost nitrogen producers globally. The company is also investing in carbon-free blue and green ammonia, which can be used an alternative fuel to hydrogen or as a means to transport hydrogen.",True,"{'address1': '4 PARKWAY NORTH', 'city': 'DEERFIELD', 'state': 'IL', 'postal_code': '60015'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNmaW5kdXN0cmllcy5jb20/images/2022-11-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNmaW5kdXN0cmllcy5jb20/images/2022-11-01_icon.jpeg'}",usd,http://www.cfindustries.com,us,21310099471.06,(847) 405-2400,100,BBG001SJ8KV8,CS,
CRL,CRL,"Charles River Laboratories International, Inc.",50880000,50878656,XNYS,0001100682,BBG000BG5BL8,8731,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,2000-06-23,20000,stocks,"Charles River Laboratories was founded in 1947 and is a leading provider of drug discovery and development services. The company's research model & services segment is the leading provider of animal models for laboratory testing, which breeds and delivers animal research models with specific genetic characteristics for preclinical studies around the world. The discovery & safety assessment segment includes services required to take a drug through the early development process, including discovery services. The manufacturing support segment includes microbial solutions, which provides in vitro (non-animal) testing products, biologics testing services, and avian vaccine services.",True,"{'address1': '251 BALLARDVALE ST', 'city': 'WILMINGTON', 'state': 'MA', 'postal_code': '01887'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNyaXZlci5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNyaXZlci5jb20/images/2022-11-01_icon.jpeg'}",usd,https://www.criver.com,us,12359443115.519999,781-222-6000,100,BBG001S7Q271,CS,
SCHW,SCHW,The Charles Schwab Corporation,1815850000,1866739372,XNYS,0000316709,BBG000BSLZY7,6211,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",1987-09-30,35200,stocks,"Charles Schwab operates in brokerage, banking, and asset-management businesses. The company runs a large network of brick-and-mortar brokerage branch offices, a well-established online investing website, and has mobile trading capabilities. It also operates a bank and a proprietary asset management business and offers services to independent investment advisors. The company is among the largest firms in the investment business, with over $8 trillion of client assets at the end of 2021. Nearly all of its revenue is from the United States.",True,"{'address1': '3000 SCHWAB WAY', 'city': 'WESTLAKE', 'state': 'TX', 'postal_code': '76262'}",{'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmFib3V0c2Nod2FiLmNvbQ/images/2022-01-10_icon.jpeg'},usd,https://www.aboutschwab.com,us,152344600148.92,817-859-5000,100,BBG001S5VXD4,CS,
CHTR,CHTR,Charter Comm Inc Del CL A New,155670000,155672282,XNAS,0001091667,BBG000VPGNR2,4841,CABLE & OTHER PAY TELEVISION SERVICES,1999-11-08,93700,stocks,"Charter is the product of the 2016 merger of three cable companies, each with a decades-long history in the business: Legacy Charter, Time Warner Cable, and Bright House Networks. The firm now holds networks capable of providing television, internet access, and phone services to roughly 54 million U.S. homes and businesses, around 40% of the country. Across this footprint, Charter serves 29 million residential and 2 million commercial customer accounts under the Spectrum brand, making it the second-largest U.S. cable company behind Comcast. The firm also owns, in whole or in part, sports and news networks, including Spectrum SportsNet (long-term local rights to Los Angeles Lakers games), SportsNet LA (Los Angeles Dodgers), SportsNet New York (New York Mets), and Spectrum News NY1.",True,"{'address1': '400 ATLANTIC STREET', 'city': 'STAMFORD', 'state': 'CT', 'postal_code': '06901'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvcnBvcmF0ZS5jaGFydGVyLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvcnBvcmF0ZS5jaGFydGVyLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.corporate.charter.com,us,60729313931.020004,203-905-7800,100,BBG001T3TDG2,CS,
CVX,CVX,Chevron Corporation,1933640000,1933638546,XNYS,0000093410,BBG000K4ND22,2911,PETROLEUM REFINING,1983-12-30,42595,stocks,"Chevron is an integrated energy company with exploration, production, and refining operations worldwide. It is the second-largest oil company in the United States with production of 3.1 million of barrels of oil equivalent a day, including 7.7 million cubic feet a day of natural gas and 1.8 million of barrels of liquids a day. Production activities take place in North America, South America, Europe, Africa, Asia, and Australia. Its refineries are in the U.S. and Asia for total refining capacity of 1.8 million barrels of oil a day. Proven reserves at year-end 2021 stood at 11.3 billion barrels of oil equivalent, including 6.1 billion barrels of liquids and 30.9 trillion cubic feet of natural gas.",True,"{'address1': '6001 BOLLINGER CANYON ROAD', 'city': 'SAN RAMON', 'state': 'CA', 'postal_code': '94583'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNoZXZyb24uY29t/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNoZXZyb24uY29t/images/2022-11-01_icon.png'}",usd,https://www.chevron.com,us,355209400900.19995,925-842-1000,100,BBG001S67ZC5,CS,
CMG,CMG,"Chipotle Mexican Grill, Inc.",27720000,27721112,XNYS,0001058090,BBG000QX74T1,5812,RETAIL-EATING PLACES,2006-01-26,97660,stocks,"Chipotle Mexican Grill is the largest fast-casual chain restaurant in the United States, with systemwide sales of $7.5 billion in 2021. The Mexican concept is entirely company-owned, with a footprint of more than 3,000 stores, heavily indexed to the United States (though the firm maintains a small presence in Canada, the U.K., France, and Germany). Chipotle sells burritos, burrito bowls, tacos, quesadillas, and beverages, with a selling proposition built around competitive prices, high-quality food sourcing, speed of service, and convenience. The company generates its revenue entirely from restaurant sales and delivery fees.",True,"{'address1': '610 NEWPORT CENTER DR', 'address2': 'SUITE 1100', 'city': 'NEWPORT BEACH', 'state': 'CA', 'postal_code': '92660'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNoaXBvdGxlLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNoaXBvdGxlLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.chipotle.com,us,42003028902.4,949-524-4000,100,BBG001SP50B3,CS,
CB,CB,Chubb Limited,415050000,415050274,XNYS,0000896159,,6331,"FIRE, MARINE & CASUALTY INSURANCE",1984-02-29,31000,stocks,"ACE acquired Chubb in the first quarter of 2016 and assumed the Chubb name. The combination makes the new Chubb one of the largest domestic property and casualty insurers, with operations in 54 countries spanning commercial and personal P&C insurance, reinsurance, and life insurance.",True,"{'address1': 'BARENGASSE 32', 'city': 'ZURICH', 'state': 'V8', 'postal_code': 'CH-8001'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNodWJiLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNodWJiLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.chubb.com,us,89746320747.01999,41 0 43 456 7600,100,,CS,
CHD,CHD,"Church & Dwight Co., Inc.",243870000,243868347,XNYS,0000313927,BBG000BFJT36,2840,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS",1990-08-15,5100,stocks,"Church & Dwight is the leading producer of baking soda in the world. Beyond baking soda, the products in its portfolio have vast category reach, including laundry products, cat litter, oral care, deodorant, and nasal care, all sold under the Arm & Hammer brand. Its mix also includes Xtra, Trojan, OxiClean, First Response, Nair, L'il Critters/Vitafusion, Orajel, and WaterPik, which together with Arm & Hammer constitute more than 80% of its annual sales and profits. In early 2019, the firm announced the addition of Flawless, which manufactures electric shaving products for women. At the end of 2020, the firm acquired Zicam, a leading brand in the cough/cold-shortening category. Church & Dwight derives more than 80% of its sales from its home market in the U.S.",True,"{'address1': '500 CHARLES EWING BOULEVARD', 'city': 'EWING', 'state': 'NJ', 'postal_code': '08628'}",{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNodXJjaGR3aWdodC5jb20/images/2022-11-01_logo.svg'},usd,https://www.churchdwight.com,us,19238773894.83,609-806-1200,100,BBG001S5PR99,CS,
CI,CI,CIGNA Corporation,305740000,305739004,XNYS,0001739940,BBG00KXRCDP0,6324,HOSPITAL & MEDICAL SERVICE PLANS,1982-04-01,73700,stocks,"Cigna primarily provides pharmacy benefit management and health insurance services. Its PBM services, which were greatly expanded by its 2018 merger with Express Scripts, are mostly sold to health insurance plans and employers. Its largest PBM contract is the Department of Defense. In health insurance and other benefits, Cigna mostly serves employers through self-funding arrangements, but it also operates in government programs, such as Medicare Advantage. The company operates mostly in the U.S. with 18 million medical members covered as of the end of September 2022.",True,"{'address1': '900 COTTAGE GROVE ROAD', 'city': 'BLOOMFIELD', 'state': 'CT', 'postal_code': '06002'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNpZ25hLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNpZ25hLmNvbQ/images/2022-11-01_icon.jpeg'}",usd,https://www.cigna.com,us,99028863395.59999,(860) 226-6000,100,BBG00KXRCDQ9,CS,
CINF,CINF,Cincinnati Financial Corp,157180000,157184308,XNAS,0000020286,BBG000BFPK65,6331,"FIRE, MARINE & CASUALTY INSURANCE",1990-03-26,5166,stocks,"Cincinnati Financial Corp is a property and casualty insurance company that generates income through written premiums. A select group of independent agencies actively markets the company's business, home, and automotive insurance within their communities. These agents offer the company's personal lines as well as its standard market, excess, and surplus commercial line policies in many regions in the United States. Cincinnati Financial also offers leasing and financing services. The vast majority of the company's revenue is generated through commercial lines, followed by personal lines.",True,"{'address1': '6200 S GILMORE RD', 'city': 'FAIRFIELD', 'state': 'OH', 'postal_code': '45014'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNpbmZpbi5jb20/images/2022-11-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNpbmZpbi5jb20/images/2022-11-01_icon.png'}",usd,https://www.cinfin.com,us,17263552547.64,(513) 870-2000,100,BBG001S5PTM0,CS,
CTAS,CTAS,Cintas Corp,101550000,101545323,XNAS,0000723254,BBG000H3YXF8,2320,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",1983-08-18,43000,stocks,"In its core uniform and facility services unit (78% of sales), Cintas provides uniform rental programs to businesses across the size spectrum, mostly in North America. The firm is by far the largest provider in the industry. Facilities products generally include the rental and sale of entrance mat, mops, shop towels, hand sanitizers, and restroom supplies. Cintas also runs a first aid and safety services business (11% of sales), a fire protection services business (7% of sales), and a uniform direct sales business (4% of sales).",True,"{'address1': '6800 CINTAS BLVD', 'address2': 'P O BOX 625737', 'city': 'CINCINNATI', 'state': 'OH', 'postal_code': '45262'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNpbnRhcy5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNpbnRhcy5jb20/images/2022-11-01_icon.jpeg'}",usd,https://www.cintas.com,us,46332084525.21,(513) 459-1200,100,BBG001S7CRG1,CS,
CSCO,CSCO,"Cisco Systems, Inc. Common Stock (DE)",4108100000,4108103063,XNAS,0000858877,BBG000C3J3C9,3576,COMPUTER COMMUNICATIONS EQUIPMENT,1990-02-16,83300,stocks,"Cisco Systems is the largest provider of networking equipment in the world and one of the largest software companies in the world. Its largest businesses are selling networking hardware and software (where it has leading market shares) and cybersecurity software like firewalls. It also has collaboration products, like its Webex suite, and observability tools. It primarily outsources its manufacturing to third parties and has a large sales and marketing staff—25,000 strong across 90 countries. Overall, Cisco employees 80,000 employees and sells its products globally.",True,"{'address1': '170 WEST TASMAN DR', 'city': 'SAN JOSE', 'state': 'CA', 'postal_code': '95134-1706'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNpc2NvLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNpc2NvLmNvbQ/images/2022-11-01_icon.png'}",usd,https://www.cisco.com,us,198832188249.19998,(408) 526-4000,100,BBG001S6HC62,CS,
C,C,Citigroup Inc.,1936850000,1936852864,XNYS,0000831001,BBG000FY4S11,6021,NATIONAL COMMERCIAL BANKS,1986-06-02,223444,stocks,"Citigroup is a global financial services company doing business in more than 100 countries and jurisdictions. Citigroup's operations are organized into two primary segments: the global consumer banking segment and the institutional clients group. The bank's primary operations are cross-border banking needs for multinational corporates, investment banking and trading, and credit card services in the United States.",True,"{'address1': '388 GREENWICH STREET', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10013'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNpdGlncm91cC5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNpdGlncm91cC5jb20/images/2022-11-01_icon.png'}",usd,https://www.citigroup.com,us,93530624802.56,(212) 559-1000,100,BBG001S72ZG4,CS,
CFG,CFG,"Citizens Financial Group, Inc.",492490000,492490966,XNYS,0000759944,BBG006Q0HY77,6022,STATE COMMERCIAL BANKS,2014-09-24,17463,stocks,"Citizens Financial Group is a retail bank holding company operating primarily in the New England, Mid-Atlantic, and Midwest regions of the United States. The bank operates through two segments: consumer and commercial banking. Citizens' strategy emphasizes differentiation through customer service. Net interest income is the largest source of the bank's net revenue. Most net interest income is derived from commercial loans, securities, home equity lines of credit, automobile loans, and residential mortgages. Some of CFG's higher-yielding products include credit cards, home equity loans, and other retail loans.",True,"{'address1': '1 CITIZENS PLAZA', 'city': 'PROVIDENCE', 'state': 'RI', 'postal_code': '02903'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNpdGl6ZW5zYmFuay5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNpdGl6ZW5zYmFuay5jb20/images/2022-11-01_icon.jpeg'}",usd,https://www.citizensbank.com,us,20640296385.059998,(203) 900-6715,100,BBG006Q0HZT0,CS,
CLX,CLX,Clorox Company,123390000,123384797,XNYS,0000021076,BBG000BFS7D3,2842,"SPECIALTY CLEANING, POLISHING AND SANITATION PREPARATIONS",1986-10-23,9000,stocks,"With a history dating back more than 100 years, Clorox now plays in a variety of categories across the consumer products space, including cleaning supplies, laundry care, trash bags, cat litter, charcoal, food dressings, water-filtration products, and natural personal-care products. Beyond its namesake brand, the firm's portfolio includes Liquid-Plumr, Pine-Sol, S.O.S, Tilex, Kingsford, Fresh Step, Glad, Hidden Valley, KC Masterpiece, Brita, and Burt's Bees. Just shy of 85% of Clorox's sales stem from its home turf.",True,"{'address1': 'THE CLOROX COMPANY', 'address2': '1221 BROADWAY', 'city': 'OAKLAND', 'state': 'CA', 'postal_code': '94612-1888'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRoZWNsb3JveGNvbXBhbnkuY29t/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LnRoZWNsb3JveGNvbXBhbnkuY29t/images/2022-11-01_icon.png'}",usd,https://www.thecloroxcompany.com,us,18446027151.5,(510) 271-7000,100,BBG001S5PX50,CS,
CME,CME,CME Group Inc.,359730000,359728117,XNAS,0001156375,BBG000BHLYP4,6200,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",2002-12-06,3480,stocks,"Based in Chicago, CME Group operates exchanges giving investors, suppliers, and businesses the ability to trade futures and derivatives based on interest rates, equity indexes, foreign currencies, energy, metals, and commodities. The CME was founded in 1898 and in 2002 completed its initial public offering. Since then, CME Group has consolidated parts of the industry by merging with crosstown rival, CBOT Holdings in 2007 before acquiring Nymex Holdings in 2008 and NEX in 2018. In addition, the company has a 27% stake in S&P Dow Jones Indices, making the Chicago Mercantile Exchange the exclusive venue to trade and clear S&P futures contracts. Through CME's acquisition of NEX in 2018 it has also expanded into cash foreign exchange, fixed income trading, and collateral optimization.",True,"{'address1': '20 S. WACKER DR.', 'city': 'CHICAGO', 'state': 'IL', 'postal_code': '60606'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNtZWdyb3VwLmNvbQ/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNtZWdyb3VwLmNvbQ/images/2022-11-01_icon.png'}",usd,https://www.cmegroup.com,us,62952420475.0,(312) 930-1000,100,BBG001S86547,CS,
CMS,CMS,CMS Energy Corporation,290250000,290251602,XNYS,0000811156,BBG000BFVXX0,4931,ELECTRIC & OTHER SERVICES COMBINED,1987-05-01,9122,stocks,"CMS Energy is an energy holding company with three principal businesses. Its regulated utility, Consumers Energy, provides regulated natural gas service to 1.8 million customers and electric service to 1.9 million customers in Michigan. CMS Enterprises is engaged in wholesale power generation, including contracted renewable energy. CMS sold EnerBank in October 2021.",True,"{'address1': 'ONE ENERGY PLAZA', 'city': 'JACKSON', 'state': 'MI', 'postal_code': '49201'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNtc2VuZXJneS5jb20/images/2022-11-01_logo.png', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNtc2VuZXJneS5jb20/images/2022-11-01_icon.png'}",usd,https://www.cmsenergy.com,us,17780813138.52,(517) 788-0550,100,BBG001S5PYJ3,CS,
KO,KO,Coca-Cola Company,4324510000,4324513264,XNYS,0000021344,BBG000BMX289,2080,BEVERAGES,1924-09-26,79000,stocks,"Founded in 1886, Atlanta-headquartered Coca-Cola is the world's largest nonalcoholic beverage company, with a strong portfolio of 200 brands covering key categories including carbonated soft drinks, water, sports, energy, juice, and coffee. Together with bottlers and distribution partners, the company sells finished beverage products bearing Coca-Cola and licensed brands through retailers and food-service locations in more than 200 countries and regions globally. Coca-Cola generates around two thirds of its total revenues overseas, with a significant portion from emerging economies in Latin America and Asia.",True,"{'address1': 'ONE COCA COLA PLAZA', 'city': 'ATLANTA', 'state': 'GA', 'postal_code': '30313'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvY2EtY29sYWNvbXBhbnkuY29t/images/2022-01-10_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvY2EtY29sYWNvbXBhbnkuY29t/images/2022-01-10_icon.png'}",usd,https://www.coca-colacompany.com,us,271103736520.16,404-676-2121,100,BBG001S5SMQ8,CS,
CTSH,CTSH,Cognizant Technology Solutions,513919999,513921432,XNAS,0001058290,BBG000BBDV81,7371,SERVICES-COMPUTER PROGRAMMING SERVICES,1998-06-19,349400,stocks,"Cognizant is a global IT services provider, offering consulting and outsourcing services to some of the world's largest enterprises spanning the financial services, media and communications, healthcare, natural resources, and consumer products industries. Cognizant employs nearly 300,000 people globally, roughly 70% of whom are in India, although the company's headquarters are in Teaneck, New Jersey.",True,"{'address1': '300 FRANK W. BURR BLVD., STE. 36, 6 FL.', 'city': 'TEANECK', 'state': 'NJ', 'postal_code': '07666'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvZ25pemFudC5jb20/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvZ25pemFudC5jb20/images/2022-11-01_icon.jpeg'}",usd,https://www.cognizant.com,us,31308093637.440002,(201) 801-0233,100,BBG001S5STN6,CS,
CL,CL,Colgate-Palmolive Company,835210000,835214210,XNYS,0000021665,BBG000BFQYY3,2844,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",1951-01-09,33800,stocks,"Since its founding in 1806, Colgate-Palmolive has grown to become a leading global consumer product company. In addition to its namesake oral care line, the firm manufactures shampoos, shower gels, deodorants, and home care products that are sold in over 200 countries (international sales account for about 70% of its consolidated total, including approximately 45% from emerging regions). It also owns specialty pet food maker Hill's, which sells its products through veterinarians and specialty pet retailers.",True,"{'address1': '300 PARK AVE', 'city': 'NEW YORK', 'state': 'NY', 'postal_code': '10022'}","{'logo_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvbGdhdGVwYWxtb2xpdmUuY29t/images/2022-11-01_logo.svg', 'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvbGdhdGVwYWxtb2xpdmUuY29t/images/2022-11-01_icon.jpeg'}",usd,https://www.colgatepalmolive.com,us,64119394901.7,(212) 310-2000,100,BBG001S5PVM5,CS,
CMCSA,CMCS,Comcast Corp,4313960000,4323408694,XNAS,0001166691,BBG000BFT2L4,4841,CABLE & OTHER PAY TELEVISION SERVICES,1988-07-07,189000,stocks,"Comcast is made up of three parts. The core cable business owns networks capable of providing television, internet access, and phone services to roughly 61 million U.S. homes and businesses, or nearly half of the country. About 56% of the homes in this territory subscribe to at least one Comcast service. Comcast acquired NBCUniversal from General Electric in 2011. NBCU owns several cable networks, including CNBC, MSNBC, and USA, the NBC broadcast network, several local NBC affiliates, Universal Studios, and several theme parks. Sky, acquired in 2018, is the dominant television provider in the U.K. and has invested heavily in exclusive and proprietary content to build this position. Sky is also the largest pay-television provider in Italy and has a presence in Germany and Austria.",True,"{'address1': 'ONE COMCAST CENTER', 'city': 'PHILADELPHIA', 'state': 'PA', 'postal_code': '19103-2838'}",{'icon_url': 'https://api.polygon.io/v1/reference/company-branding/d3d3LmNvbWNhc3Rjb3Jwb3JhdGlvbi5jb20/images/2022-11-01_icon.png'},usd,https://www.comcastcorporation.com,us,154129519941.1,215-286-1700,100,BBG001S5PXL2,CS,A
